product_id,product_name,category,price,discount,average_rating,num_reviews,review_variance,description_keywords,title_similarity,image_quality_score,seller_id,seller_rating,seller_tenure_months,return_rate,shipping_time_days,complaint_count,verified_seller,price_to_market_avg_ratio,rating_to_review_ratio,discount_rating_correlation,genuine_label
P0465,RC Monster Truck Pro,Toys,7890.45,64.8,1.98,589,2.02,refurbished limited,0.445,0.401,S0465,2.12,6,29.23,13,14,0,1.57809,0.003361,128.3,0
P0466,White Truffle Oil,Grocery,11234.56,69.9,1.78,678,2.08,discounted replica,0.423,0.378,S0466,1.89,5,33.45,14,15,0,2.246912,0.002625,124.4,0
P0467,Gaming Laptop RTX 4090,Electronics,67890.23,78.6,1.12,945,2.21,replica discounted,0.323,0.278,S0467,1.23,2,42.67,15,15,0,13.578046,0.001185,88.04,0
P0468,Designer Anarkali Suit,Fashion,14567.89,71.3,1.56,745,2.12,refurbished limited,0.378,0.334,S0468,1.67,4,36.23,15,15,0,2.913578,0.002094,111.19,0
P0469,Air Conditioner Split,Home,32456.78,74.8,1.34,812,2.16,discounted replica,0.356,0.312,S0469,1.45,3,39.45,15,15,0,6.491356,0.00165,100.23,0
P0470,Stem Cell Face Cream,Beauty,8976.54,65.4,2.01,601,1.99,replica discounted,0.467,0.423,S0470,2.23,7,28.89,13,14,0,1.795308,0.003345,131.45,0
P0471,Giant Robot Transformer,Toys,11234.56,68.5,1.78,667,2.07,refurbished limited,0.423,0.378,S0471,1.98,5,31.89,14,14,0,2.246912,0.002669,121.93,0
P0472,Kobe Beef Wagyu A5,Grocery,18976.54,72.3,1.67,756,2.11,discounted replica,0.398,0.356,S0472,1.78,4,35.67,15,15,0,3.795308,0.002209,120.74,0
P0473,Wireless Gaming Mouse Pro,Electronics,5678.9,61.8,2.12,534,1.97,replica discounted,0.489,0.445,S0473,2.34,7,27.89,12,14,0,1.13578,0.00397,131.03,0
P0474,Banarasi Silk Lehenga,Fashion,16789.23,73.6,1.45,778,2.14,refurbished limited,0.367,0.323,S0474,1.56,3,37.89,15,15,0,3.357846,0.001864,106.72,0
P0475,Espresso Machine Pro,Home,24567.89,71.8,1.56,767,2.12,discounted replica,0.378,0.334,S0475,1.67,4,36.67,15,15,0,4.913578,0.002034,112.01,0
P0476,Caviar Eye Cream,Beauty,7654.32,63.9,2.01,578,1.99,replica discounted,0.467,0.423,S0476,2.23,7,29.23,13,14,0,1.530864,0.003477,128.5,0
P0477,Drone Camera 8K,Toys,19876.54,75.2,1.34,789,2.16,refurbished limited,0.356,0.312,S0477,1.45,3,38.89,15,15,0,3.975308,0.001698,100.77,0
P0478,Iberico Ham Premium,Grocery,14567.89,70.4,1.78,712,2.1,discounted replica,0.412,0.367,S0478,1.89,5,34.89,14,15,0,2.913578,0.0025,125.31,0
P0479,Ultrawide Monitor 49inch,Electronics,38976.54,76.5,1.23,845,2.18,replica discounted,0.345,0.301,S0479,1.34,3,40.45,15,15,0,7.795308,0.001456,94.12,0
P0480,Sequin Party Dress,Fashion,8765.43,64.9,1.98,623,2.01,refurbished limited,0.445,0.401,S0480,2.12,6,29.67,13,14,0,1.753086,0.003178,128.53,0
P0481,Smart Washer Dryer Combo,Home,45678.9,77.3,1.12,878,2.2,discounted replica,0.334,0.289,S0481,1.23,2,41.89,15,15,0,9.13578,0.001276,86.58,0
P0482,Retinol Luxury Set,Beauty,9876.23,66.8,1.89,645,2.04,replica discounted,0.423,0.378,S0482,2.01,6,30.45,13,14,0,1.975246,0.00293,131.93,0
P0483,Smart Building Blocks,Toys,8976.54,65.5,1.98,612,2,refurbished limited,0.445,0.401,S0483,2.12,6,29.12,13,14,0,1.795308,0.003235,129.69,0
P0484,Morel Mushrooms Dried,Grocery,12345.67,69.7,1.67,689,2.09,discounted replica,0.398,0.356,S0484,1.78,4,33.89,14,15,0,2.469134,0.002424,116.41,0
P0485,USB Audio Interface Pro,Electronics,11234.56,68.9,1.78,678,2.08,replica discounted,0.423,0.378,S0485,1.89,5,32.89,14,15,0,2.246912,0.002625,122.61,0
P0486,Velvet Blazer Premium,Fashion,9876.23,67.1,1.89,656,2.05,refurbished limited,0.412,0.378,S0486,2.01,6,30.89,13,14,0,1.975246,0.002881,127.83,0
P0487,Sous Vide Precision,Home,14567.89,70.9,1.56,734,2.11,discounted replica,0.378,0.334,S0487,1.67,4,35.67,15,15,0,2.913578,0.002125,110.63,0
P0488,LED Face Mask Therapy,Beauty,11234.56,68.3,1.78,667,2.07,replica discounted,0.423,0.378,S0488,1.89,5,32.23,14,14,0,2.246912,0.002669,121.59,0
P0489,Helicopter RC Camera,Toys,12345.67,69.8,1.67,701,2.09,refurbished limited,0.398,0.356,S0489,1.78,4,34.12,14,15,0,2.469134,0.002382,116.57,0
P0490,Bluefin Tuna Sashimi,Grocery,16789.23,72.5,1.56,745,2.13,discounted replica,0.378,0.334,S0490,1.67,4,36.89,15,15,0,3.357846,0.002094,113.11,0
P0491,Mechanical Numpad RGB,Electronics,2876.45,52.3,2.34,445,1.87,replica discounted,0.523,0.467,S0491,2.45,8,24.12,11,13,0,0.57529,0.005258,122.41,0
P0492,Embroidered Sherwani,Fashion,13456.78,70.6,1.67,723,2.1,refurbished limited,0.398,0.356,S0492,1.78,4,35.45,15,15,0,2.691356,0.002309,117.9,0
P0493,Ice Maker Countertop,Home,18976.54,73.7,1.45,767,2.14,discounted replica,0.367,0.323,S0493,1.56,3,38.12,15,15,0,3.795308,0.00189,106.85,0
P0494,Hyaluronic Acid Luxury,Beauty,6789.12,62.8,2.01,589,1.98,replica discounted,0.467,0.423,S0494,2.23,7,28.67,13,14,0,1.357824,0.003412,126.23,0
P0495,STEM Coding Robot,Toys,9876.54,66.4,1.89,634,2.03,refurbished limited,0.423,0.389,S0495,2.01,6,30.23,13,14,0,1.975308,0.002982,125.5,0
P0496,Chanterelle Dried Premium,Grocery,8765.43,64.7,1.98,612,2,discounted replica,0.445,0.401,S0496,2.12,6,29.56,13,14,0,1.753086,0.003235,128.11,0
P0497,Server Rack Cabinet,Electronics,28976.54,74.6,1.34,801,2.17,replica discounted,0.356,0.312,S0497,1.45,3,39.78,15,15,0,5.795308,0.001673,99.94,0
P0498,Organza Saree Designer,Fashion,11234.56,69.2,1.78,689,2.08,refurbished limited,0.412,0.367,S0498,1.89,5,33.23,14,15,0,2.246912,0.002583,123.14,0
P0499,French Door Refrigerator,Home,42378.9,76.9,1.23,856,2.19,discounted replica,0.345,0.301,S0499,1.34,3,41.23,15,15,0,8.47578,0.001437,94.63,0
P0500,Peptide Complex Serum,Beauty,8976.54,65.9,1.89,623,2.01,replica discounted,0.423,0.389,S0500,2.01,6,30.12,13,14,0,1.795308,0.003034,124.54,0
P0501,Quadcopter Racing FPV,Toys,15678.9,71.5,1.56,745,2.12,refurbished limited,0.378,0.334,S0501,1.67,4,36.45,15,15,0,3.13578,0.002094,111.59,0
P0502,Beluga Caviar Imported,Grocery,23456.78,73.8,1.45,789,2.15,discounted replica,0.367,0.323,S0502,1.56,3,38.67,15,15,0,4.691356,0.001838,107.01,0
P0503,Studio Monitor Speakers,Electronics,18976.54,72.9,1.56,756,2.13,replica discounted,0.378,0.334,S0503,1.67,4,36.89,15,15,0,3.795308,0.002063,113.76,0
P0504,Pashmina Stole Handwoven,Fashion,14567.89,71.7,1.45,734,2.12,refurbished limited,0.367,0.323,S0504,1.56,3,37.23,15,15,0,2.913578,0.001975,103.97,0
P0505,Built-in Coffee System,Home,38976.54,75.4,1.34,823,2.17,discounted replica,0.356,0.312,S0505,1.45,3,39.89,15,15,0,7.795308,0.001629,101.04,0
P0506,Collagen Luxury Set,Beauty,7890.23,64.2,1.98,601,1.99,replica discounted,0.445,0.401,S0506,2.12,6,29.45,13,14,0,1.578046,0.003295,127.11,0
P0507,Giant Dollhouse 3 Story,Toys,11234.56,68.6,1.78,678,2.07,refurbished limited,0.412,0.378,S0507,1.89,5,32.67,14,15,0,2.246912,0.002625,122.09,0
P0508,Matsutake Fresh Imported,Grocery,19876.54,74.1,1.56,767,2.14,discounted replica,0.378,0.334,S0508,1.67,4,37.45,15,15,0,3.975308,0.002034,115.6,0
P0509,Quantum Gaming Processor,Electronics,34567.89,75.8,1.23,834,2.18,replica discounted,0.345,0.301,S0509,1.34,3,40.78,15,15,0,6.913578,0.001475,93.23,0
P0510,Brocade Lehenga Bridal,Fashion,17890.23,73.9,1.45,778,2.14,refurbished limited,0.367,0.323,S0510,1.56,3,38.23,15,15,0,3.578046,0.001864,107.15,0
P0511,Smart Range Induction,Home,28976.54,74.5,1.34,801,2.16,discounted replica,0.356,0.312,S0511,1.45,3,39.56,15,15,0,5.795308,0.001673,99.78,0
P0512,Diamond Dust Face Scrub,Beauty,9876.23,66.9,1.89,645,2.04,replica discounted,0.423,0.378,S0512,2.01,6,30.67,13,14,0,1.975246,0.00293,131,0
P0513,Robotic Arm Educational,Toys,13456.78,70.3,1.67,712,2.1,refurbished limited,0.398,0.356,S0513,1.78,4,35.12,15,15,0,2.691356,0.002345,117.39,0
P0514,Foie Gras Imported,Grocery,15678.9,71.8,1.56,734,2.12,discounted replica,0.378,0.334,S0514,1.67,4,36.78,15,15,0,3.13578,0.002125,112.07,0
P0515,RTX Graphics Card 4080,Electronics,56789.23,78.2,1.12,912,2.2,replica discounted,0.334,0.289,S0515,1.23,2,42.34,15,15,0,11.357846,0.001228,87.59,0
P0516,Zari Work Suit Heavy,Fashion,12345.67,69.5,1.67,701,2.09,refurbished limited,0.398,0.367,S0516,1.78,4,34.56,14,15,0,2.469134,0.002382,116.09,0
P0517,Wine Cellar Dual Zone,Home,34567.89,75.9,1.23,823,2.18,discounted replica,0.345,0.301,S0517,1.34,3,40.89,15,15,0,6.913578,0.001495,93.39,0
P0518,Snail Mucin Premium Set,Beauty,8765.43,65.7,1.89,623,2.01,replica discounted,0.423,0.389,S0518,2.01,6,30.23,13,14,0,1.753086,0.003034,124.19,0
P0519,Giant Teddy Bear 6ft,Toys,7890.45,63.4,1.98,589,2,refurbished limited,0.445,0.401,S0519,2.12,6,29.01,13,14,0,1.57809,0.003361,125.53,0
P0520,King Crab Alaska Legs,Grocery,18976.54,73.2,1.56,756,2.13,discounted replica,0.378,0.334,S0520,1.67,4,37.12,15,15,0,3.795308,0.002063,114.19,0
P0521,3D Printer Resin Pro,Electronics,23456.78,72.6,1.45,778,2.13,replica discounted,0.367,0.323,S0521,1.56,3,38.34,15,15,0,4.691356,0.001864,105.27,0
P0522,Silk Kurta Embroidered,Fashion,9876.23,67.5,1.78,656,2.06,refurbished limited,0.412,0.378,S0522,1.89,5,31.89,14,14,0,1.975246,0.002713,120.15,0
P0523,Smart Mirror Display,Home,26789.34,73.9,1.34,789,2.15,discounted replica,0.356,0.312,S0523,1.45,3,39.23,15,15,0,5.357868,0.001698,99.01,0
P0524,Placenta Extract Cream,Beauty,11234.56,68.8,1.67,678,2.07,replica discounted,0.398,0.367,S0524,1.78,4,33.67,14,15,0,2.246912,0.002463,114.89,0
P0525,Programmable Robot Kit,Toys,12345.67,69.9,1.56,701,2.09,refurbished limited,0.378,0.345,S0525,1.67,4,34.89,14,15,0,2.469134,0.002225,109.05,0
P0526,Yellowfin Tuna Steak,Grocery,14567.89,71.1,1.67,723,2.1,discounted replica,0.398,0.356,S0526,1.78,4,35.78,15,15,0,2.913578,0.002309,118.71,0
P0527,NAS Storage 8 Bay,Electronics,42378.9,77.1,1.12,867,2.2,replica discounted,0.334,0.289,S0527,1.23,2,41.67,15,15,0,8.47578,0.001292,86.35,0
P0528,Net Saree Embellished,Fashion,11234.56,69.4,1.67,689,2.08,refurbished limited,0.398,0.367,S0528,1.78,4,34.12,14,15,0,2.246912,0.002424,115.89,0
P0529,Smart Cooktop Induction,Home,32456.78,75.2,1.23,812,2.17,discounted replica,0.345,0.301,S0529,1.34,3,40.34,15,15,0,6.491356,0.001515,92.52,0
P0530,24K Gold Face Mask,Beauty,9876.54,67.2,1.78,645,2.05,replica discounted,0.412,0.378,S0530,1.89,5,31.67,14,14,0,1.975308,0.00276,120.06,0
P0531,Leather Jacket Ultra,Fashion,12887.82,36.75,5.09,401,0.943,authentic warranty,0.585,0.665,,3.94,20,14.586,5,7,1,2.94,0.01,59.53,0
P0532,Smart TV Pro,Electronics,8832.45,37.8,3.5,553,0.75,premium genuine,0.642,0.671,,4.31,23,0.984,4,9,0,1.37,0.02,122.57,1
P0533,Gaming Mouse Max,Electronics,8283.06,28.66,1.92,248,1.425,discounted imported,0.658,0.485,,3.7,24,13.195,10,9,0,2.17,0.02,93.21,0
P0534,Basmati Rice Modern,Grocery,10786.91,33.34,4.94,405,1.583,discounted genuine,0.612,0.809,,2.87,15,13.213,,5,0,1.85,0.02,106.19,1
P0535,Puzzle Game Pro,Toys,3468.77,34.62,4.11,429,1.3,,0.805,0.89,,3.16,25,21.83,2,7,0,1.1,0.02,118.59,1
P0536,,Beauty,11546.75,54.59,2.79,510,1.384,refurbished discounted,0.715,0.715,,,24,12.636,4,3,0,0.62,0.01,87.64,1
P0537,Stuffed Animal Premium,Toys,9139.18,19.06,,344,0.862,premium warranty,0.714,0.499,,3.04,24,18.304,7,8,1,2.19,0.02,120.07,1
P0538,Running Shoes Classic,Fashion,5138.48,39.44,3.92,406,0.962,premium sealed,0.725,0.752,,4,26,12.243,,5,0,3.43,0.02,84.46,1
P0539,Pillow Set Lite,Home,12208.96,29.06,4.04,320,1.816,premium genuine,0.826,0.741,,3.94,14,14.721,6,7,1,2.75,0.02,86.17,1
P0540,,Electronics,3334.81,39.29,4.38,536,1.344,premium original,0.84,0.627,,3.64,31,7.814,,1,0,0.97,0.02,57.29,0
P0541,Action Figure Plus,Toys,7406.53,28.83,3.47,402,1.106,refurbished replica,0.669,0.833,,3.91,30,16.425,6,9,0,0.04,,90.27,0
P0542,Lipstick Pro,Beauty,1187.65,29.85,2.7,412,1.38,imported sealed,,0.758,,3.15,23,11.01,4,5,0,1.93,0.02,94.28,1
P0543,Pillow Set Pro,Home,7891.53,27.41,3.1,229,1.08,imported original,0.667,0.589,,3.8,22,17.46,8,11,0,0.85,0.03,151.25,1
P0544,Denim Jeans Ultra,Fashion,8009.37,39.06,3.07,389,1.008,authentic sealed,0.597,0.819,,0.54,26,6.322,2,4,0,1.3,0.01,79.55,1
P0545,Face Mask Max,Beauty,9739.28,32.04,4.26,317,1.023,replica refurbished,0.901,0.667,,3.56,21,4.197,8,6,0,0.88,0.01,107.03,0
P0546,Portable Speaker Pro,Electronics,3860.32,27.86,4,394,0.863,refurbished replica,0.587,,,2.47,22,9.787,9,8,1,2.35,0.02,,1
P0547,Lipstick Ultra,Beauty,1152.79,21.09,2.89,417,1.85,discounted limited,0.761,0.826,,3.89,32,10.634,4,6,1,0.6,0.02,112.16,0
P0548,Cashew Nuts Plus,Grocery,8962.21,45.44,3.04,404,1.309,refurbished replica,0.723,0.616,,3.87,27,4.602,6,8,1,0.51,0.01,74.66,1
P0549,Running Shoes Max,Fashion,8515.9,19.11,3.5,389,1.307,genuine original,0.786,0.668,,3.95,29,14.781,6,14,0,1.6,0.01,72.56,0
,Green Tea Max,Grocery,187.65,28.35,4.76,428,1.314,imported original,0.724,0.709,,3.88,25,8.093,7,2,1,0.04,0.02,87.56,0
P0551,Gaming Mouse Premium,Electronics,10549.78,33.06,3.36,598,0.784,replica discounted,0.647,0.612,,4.19,27,16.768,8,10,1,2.41,0.03,56.31,0
P0552,Denim Jeans Classic,Fashion,15231.6,46.59,2.98,350,1.142,genuine imported,0.577,0.586,,3.08,34,19.342,2,5,1,1.08,0,111.81,0
P0553,Silk Scarf Plus,Fashion,1511.25,20.64,2.61,606,0.81,genuine premium,0.828,0.704,,3.53,21,20.939,9,7,0,2.32,0.01,72.8,1
P0554,Electric Kettle Ultra,Home,3256.06,34.25,3.29,430,1.655,discounted imported,0.801,0.789,,3.83,19,21.313,4,8,1,,0.02,55.03,1
P0555,Robot Toy Pro,Toys,8300.89,57.42,3.66,325,1.596,refurbished limited,0.76,0.81,,3.6,23,18.888,7,5,0,1.55,0.04,93.67,1
P0556,Stuffed Animal Plus,Toys,1981.3,29.68,,476,1.239,refurbished limited,0.848,0.737,,4.28,27,9.445,2,8,0,1.45,0.02,108.33,0
P0557,Building Blocks Max,Toys,2748.14,32.14,,401,1.56,discounted imported,0.834,0.86,,3.82,29,53.628,5,10,0,2.79,0.02,109.73,1
P0558,,Grocery,5911.44,47.25,4.06,511,1.058,original imported,0.695,0.794,,3.09,36,11.723,10,8,1,,0.02,85.5,1
P0559,,Fashion,12388.14,28.2,4.33,366,1.601,imported premium,0.768,0.756,,3.08,33,18.337,6,6,1,0.93,0.03,120.21,0
P0560,Olive Oil Premium,,187.65,36.4,2.74,488,1.27,discounted genuine,0.814,0.795,,3.76,25,11.053,6,6,1,1.47,0.01,104.96,1
P0561,Food Processor Modern,Home,8052.69,26.56,4.28,452,1.033,premium sealed,0.733,0.92,,3.24,21,12.17,6,,0,0.13,0.03,,1
P0562,Stuffed Animal Modern,Toys,3384.37,48.38,3.19,263,0.914,genuine sealed,0.653,0.59,,4.26,25,8.771,9,9,1,0.75,0.02,65.4,
P0563,,,6685.21,8.09,3.55,393,0.909,authentic genuine,0.494,0.748,,4.29,25,8.533,8,1,1,1.6,0.01,93.3,1
P0564,Wireless Earbuds Classic,,2886.06,45.71,7.27,648,0.848,authentic original,0.917,0.801,,3.31,,,9,6,0,0.43,0.01,100.69,0
P0565,Face Cream Pro,Beauty,14021.24,18.26,3.16,214,0.704,premium genuine,,0.587,,3.82,15,16.363,7,8,1,2.26,0.01,76.82,1
P0566,Denim Jeans Max,Fashion,2381.77,37.81,3.48,481,1.048,genuine premium,0.761,0.645,,4.21,26,8.998,11,13,1,1.55,0.02,84.94,1
P0567,Running Shoes Ultra,Fashion,187.65,,3.68,552,0.997,imported original,0.782,0.534,,2.6,35,29.571,5,7,0,2.46,,66.52,1
P0568,Stuffed Animal Plus,Toys,7291.52,30.84,4.35,325,1.209,authentic warranty,0.72,0.586,,4.26,16,10.686,9,7,1,2.38,0.01,102.85,1
P0569,Action Figure Lite,Toys,207.07,32.88,2.92,432,0.877,replica discounted,0.765,0.637,,,27,14.962,6,,0,1.18,0.01,118.7,1
P0570,Robot Toy Max,,2006.25,35.37,4.35,315,0.905,imported sealed,0.68,0.686,,3.84,26,17.444,7,6,0,1.12,0,111.09,0
P0571,Puzzle Game Plus,Toys,8052.91,,2.76,602,1.089,replica discounted,0.74,0.73,,4.47,37,15.749,7,6,0,1.4,0.01,95.48,0
P0572,Wireless Earbuds Classic,,8796.34,14.56,3.92,457,1.211,imported genuine,0.629,0.758,,3.22,20,0.984,10,2,0,0.04,0.02,88.26,1
P0573,Organic Honey Modern,Grocery,10489.03,44.87,3.8,479,1.157,premium sealed,0.703,0.759,,4.3,30,10.153,6,4,0,0.04,0.02,86.31,0
P0574,Blender Plus,Home,11500.35,56,3.36,227,1.225,authentic genuine,0.614,0.649,,4.17,30,14.73,6,2,0,0.43,0.01,107.62,0
P0575,Portable Speaker Modern,Electronics,2916.64,42.51,4,562,1.349,imported premium,,0.556,,3.38,27,12.065,10,9,1,2.21,0.01,92.81,0
P0576,Remote Control Car Modern,Toys,3105.67,49,2.95,269,1.014,genuine imported,0.835,0.755,,3.49,31,17.365,8,10,0,1.29,0.02,95.71,1
,Face Mask Ultra,Beauty,6272.59,40.22,3.18,425,1.042,imported premium,0.631,0.748,,2.76,27,6.709,3,9,1,2.28,0,82.31,0
P0578,Beauty Serum Plus,Beauty,15963.92,28.99,3.32,311,1.183,premium imported,0.751,0.442,,3.77,26,15.157,8,7,0,1.55,,64.66,0
P0579,Gaming Mouse Lite,Electronics,12335.54,22.44,3.07,220,1.103,genuine premium,0.694,0.722,,4.3,23,11.115,7,8,0,0.9,0,74.54,1
P0580,Organic Honey Classic,Grocery,,38.28,2.79,394,1.338,authentic genuine,0.76,0.813,,3.51,41,8.883,7,4,1,0.65,0.02,70.59,
P0581,,Fashion,2843.36,40.19,3.87,520,0.928,imported sealed,0.433,0.793,,3.52,,4.088,9,11,,1.66,0.03,104.77,1
P0582,Body Lotion Pro,Beauty,12456.65,14.37,3.4,380,1.281,imported premium,0.645,0.779,,,24,9.441,,8,1,2.84,0.03,84.3,0
P0583,Running Shoes Max,Fashion,2646.84,30.09,4.15,397,0.868,authentic sealed,0.671,0.8,,2.67,26,11.194,,7,1,2.43,0.02,82.19,
P0584,Designer Handbag Lite,Fashion,5170.08,36.04,3.02,337,1.154,genuine original,0.734,0.836,,3.96,30,14.819,5,5,,1.95,0.01,95.8,1
P0585,Remote Control Car Classic,Toys,7787.46,35.28,4.34,349,0.698,authentic sealed,0.736,0.621,,3.1,28,0.984,4,3,1,1,0.02,82.56,0
P0586,Building Blocks Pro,Toys,12385.97,43.61,3.06,434,1.326,imported premium,0.697,0.732,,3.74,24,19.258,,8,1,0.55,0.02,112.17,1
P0587,,Toys,17123.47,30.31,3.95,286,0.868,premium sealed,0.804,0.49,,3.35,,15.685,,3,0,1.98,0.03,105.34,
P0588,Lipstick Pro,Beauty,4150.93,40.17,2.91,421,1.39,replica discounted,0.66,0.712,,3.52,22,7.397,5,7,1,0.04,0.02,112.84,1
,Hair Conditioner Lite,Beauty,5096.21,38.07,2.28,770,0.976,original sealed,0.716,0.651,,4.03,15,5.565,8,4,0,0.72,0.02,67.97,1
P0590,Silk Scarf Modern,Fashion,3313.43,29.2,,412,1.058,refurbished limited,0.889,0.77,,4.43,15,3.394,9,3,1,0.33,0.02,80.21,0
P0591,Beauty Serum Max,Beauty,187.65,48.77,4.62,475,1.482,premium authentic,0.59,0.622,,4.06,16,7.986,,4,0,1.51,0.03,81.49,0
P0592,Pillow Set Ultra,Home,4897.04,,3.36,289,1.493,imported genuine,0.59,0.762,,2.88,28,16.842,4,3,1,1.17,0.02,,1
P0593,Portable Speaker Ultra,Electronics,2307.19,15.83,3.78,506,0.658,genuine sealed,0.586,0.702,,3.48,18,16.292,6,8,0,2.04,0.01,62.22,0
P0594,Wireless Earbuds Ultra,Electronics,9572.09,43.12,4.6,443,0.51,authentic premium,0.842,0.696,,,24,10.417,10,7,1,0.75,0.02,99.03,0
P0595,Beauty Serum Modern,Beauty,187.65,39.33,7.24,484,1.059,replica refurbished,0.722,0.746,,3.59,34,17.336,10,12,1,1.77,0.02,110.15,0
P0596,Coffee Beans Lite,Grocery,5108.12,35.42,4.5,,1.071,imported genuine,0.786,0.672,,2.6,27,11.235,8,1,1,1.58,0.02,105.54,1
P0597,Portable Speaker Plus,Electronics,3088.83,,4.01,503,1.026,original sealed,,0.881,,,21,10.381,5,9,1,0.99,0.01,,1
P0598,Portable Speaker Pro,Electronics,3230.12,42.58,3.35,267,0.605,genuine imported,0.72,0.552,,4.41,20,10.984,7,8,1,3.01,0.03,89.21,0
P0599,Remote Control Car Pro,Toys,5046.84,24.43,3.57,413,1.344,imported premium,0.625,0.865,,4.04,21,8.613,5,4,1,1.81,0.03,81.19,1
P0600,Coffee Beans Classic,Grocery,12693.16,28.45,2.71,373,0.788,refurbished discounted,0.709,0.626,,1.1,15,10.102,3,7,1,0.18,0.01,105.85,1
P0601,Action Figure Max,Toys,8100.95,36.4,2.76,254,1.31,premium genuine,0.612,0.653,,2.51,17,16.708,11,5,0,1.42,0,85.38,0
P0602,Body Lotion Plus,Beauty,1133.97,39.01,4.07,251,,discounted imported,0.723,0.694,,4.07,37,0.984,9,6,0,0.23,0,98.51,1
P0603,Silk Scarf Lite,Fashion,2582.85,15.96,3.91,236,0.989,premium warranty,,0.693,,3.88,26,12.751,,6,1,0.75,0.01,90.44,0
P0604,Remote Control Car Max,Toys,2709.4,33.43,4.31,357,1.594,imported original,0.855,0.602,,2.84,15,24.074,2,8,0,0.81,0.02,86.82,0
P0605,Organic Honey Pro,Grocery,2171.18,36.27,3.6,233,1.144,original authentic,0.812,0.832,,3.94,,10.806,8,5,1,1.9,0.01,86.78,0
P0606,Olive Oil Plus,Grocery,6110.53,46.82,3.45,444,1.272,original imported,0.73,0.755,,2.45,7,27.807,4,,0,0.29,0.01,,1
P0607,Robot Toy Lite,Toys,4020.05,31.86,4.7,443,0.762,authentic premium,0.805,0.753,,3.28,36,11.506,7,5,1,,0,106.61,0
P0608,Green Tea Plus,Grocery,9956.02,32.44,3.4,588,0.683,genuine sealed,0.741,0.738,,2.97,26,13.278,2,,0,2.94,0.01,112.45,1
P0609,Gaming Mouse Classic,Electronics,8835.77,47.84,3.85,448,0.708,genuine warranty,0.607,0.557,,3.57,16,12.585,4,8,0,1.32,0.01,79.91,
P0610,Lipstick Plus,Beauty,7990.87,32.13,4.68,367,1.33,,0.988,0.674,,3.97,30,11.937,6,4,0,1.09,0.02,114.03,1
P0611,Food Processor Lite,Home,10715.16,41.56,,321,0.781,imported authentic,0.861,0.65,,2.77,33,5.598,7,1,1,2.04,0.02,112.69,0
P0612,Running Shoes Pro,Fashion,3884.11,48.14,3.97,223,1.256,premium genuine,0.762,0.7,,2.67,21,16.063,12,8,0,1.7,0.01,76.51,0
P0613,Face Cream Classic,Beauty,13139.84,29.03,3.41,374,1.335,,0.769,0.831,,3.64,23,15.095,6,6,1,0.94,0.02,48.54,0
P0614,Food Processor Modern,Home,187.65,27.32,3.44,435,1.019,authentic original,0.722,0.617,,4.06,14,14.665,,6,1,1.86,0.01,112.95,
P0615,Leather Jacket Plus,Fashion,10508.98,44.22,3.12,481,1.332,discounted replica,0.687,0.729,,4.46,26,17.81,,7,,2.14,0.01,110.46,1
P0616,Puzzle Game Plus,Toys,10524.56,40.44,4.2,317,1.095,original authentic,0.777,0.111,,4.45,13,3.708,6,6,0,2.98,0,90.2,1
P0617,Running Shoes Ultra,,7208.72,32.52,3.8,497,1.346,discounted warranty,0.593,0.578,,3.35,23,10.528,8,7,1,2.17,0.01,132.17,1
,Designer Handbag Lite,Fashion,187.65,18.2,3.62,349,1.559,replica refurbished,0.833,0.845,,3.58,33,9.871,2,6,1,0.99,0.01,58.94,0
P0619,Action Figure Modern,Toys,2059.54,,3.52,397,1.345,authentic premium,0.671,0.611,,3.66,22,3.872,3,6,0,1.9,0.01,110.22,0
P0620,Body Lotion Max,Beauty,,,3.14,244,0.854,discounted imported,0.75,0.661,,4.1,36,17.362,7,7,1,2.57,0.01,73.49,1
P0621,Building Blocks Premium,Toys,4102.22,37.76,3.49,452,1.601,replica refurbished,0.68,0.638,,3.68,34,19.254,11,6,1,2.63,0.02,54.9,1
P0622,Lipstick Modern,Beauty,5120.01,100.95,3.42,520,1.406,original imported,0.782,0.775,,3.31,27,26.753,5,7,0,2.38,0.02,117.84,0
P0623,Face Cream Modern,Beauty,7005.03,38.06,4.3,428,1.301,genuine premium,0.771,0.936,,3.31,35,20.842,11,7,1,0.3,0.02,179.42,1
P0624,Smartwatch Lite,Electronics,12068.04,20.31,2.99,351,,imported authentic,0.795,0.563,,3.12,,12.305,8,7,,2.12,0,93.44,1
P0625,Electric Kettle Premium,Home,4565.22,44.77,4,388,1.493,genuine original,0.775,0.727,,4.2,22,19.113,3,12,0,1.3,0,83.18,1
P0626,HD Camera Pro,Electronics,,53.08,4.04,301,0.903,authentic sealed,0.761,0.628,,4.44,17,12.503,7,6,0,2.05,0.02,120.55,0
P0627,Leather Jacket Ultra,Fashion,4326.14,23.95,3.8,395,1.213,original imported,0.814,0.784,,4.72,,15.06,6,9,0,1.7,0,104.99,1
P0628,Face Mask Classic,,187.65,24.52,3.55,373,0.769,authentic premium,0.798,0.553,,3.79,24,20.586,7,4,1,1.81,,88.67,1
P0629,Cotton Shirt Ultra,Fashion,7974.12,34.93,3.97,562,1.271,genuine premium,0.641,0.52,,4.37,42,4.813,6,5,0,1.17,0.02,84.77,1
